Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000017568,ENSMUSG00000047606,Ankrd34c,Ankrd34c
ENSMOCG00000017569,ENSMUSG00000033039,Micall1,Micall1
ENSMOCG00000017570,ENSMUSG00000090935,Synj2bp,Synj2bp
ENSMOCG00000017571,ENSMUSG00000032179,Bmp5,Bmp5
ENSMOCG00000017572,ENSMUSG00000049537,Tecrl,Tecrl
ENSMOCG00000017573,ENSMUSG00000037991,Rmi2,
ENSMOCG00000017574,ENSMUSG00000003420,Fcgrt,Fcgrt
ENSMOCG00000017575,ENSMUSG00000045659,Plekha7,Plekha7
ENSMOCG00000017576,ENSMUSG00000024376,Epb41l4a,Epb41l4a
ENSMOCG00000017577,ENSMUSG00000025612,Bach1,Bach1
ENSMOCG00000017578,ENSMUSG00000040364,Sec1,Sec1
ENSMOCG00000017579,ENSMUSG00000046157,Tmem229b,Tmem229b
ENSMOCG00000017580,ENSMUSG00000038175,Mylip,Mylip
ENSMOCG00000017581,ENSMUSG00000027953,Slc50a1,Slc50a1
ENSMOCG00000017582,ENSMUSG00000039349,C130074G19Rik,C130074G19Rik
ENSMOCG00000017583,ENSMUSG00000027176,Cstf3,Cstf3
ENSMOCG00000017584,ENSMUSG00000021367,Edn1,Edn1
ENSMOCG00000017585,ENSMUSG00000046562,Unc119b,Unc119b
ENSMOCG00000017586,ENSMUSG00000052997,Uba2,Uba2
ENSMOCG00000017587,ENSMUSG00000028176,Lrrc7,Lrrc7
ENSMOCG00000017588,ENSMUSG00000036598,Ccdc113,Ccdc113
ENSMOCG00000017589,ENSMUSG00000008789,Ceacam5,
ENSMOCG00000017589,ENSMUSG00000078793,Gm5155,
ENSMOCG00000017590,,,
ENSMOCG00000017591,ENSMUSG00000045761,Togaram2,Togaram2
ENSMOCG00000017592,ENSMUSG00000035403,Crb2,Crb2
ENSMOCG00000017593,ENSMUSG00000042759,Apobr,
ENSMOCG00000017594,ENSMUSG00000024867,Pip5k1b,Pip5k1b
ENSMOCG00000017595,ENSMUSG00000022180,Slc7a8,Slc7a8
ENSMOCG00000017596,ENSMUSG00000022546,Gpt,Gpt
ENSMOCG00000017597,ENSMUSG00000047394,Odf3b,Odf3b
ENSMOCG00000017598,ENSMUSG00000039710,Slc7a12,Slc7a12
ENSMOCG00000017599,ENSMUSG00000022619,Mapk8ip2,Mapk8ip2
ENSMOCG00000017600,,,
ENSMOCG00000017601,ENSMUSG00000068289,Cma2,
ENSMOCG00000017601,ENSMUSG00000022226,Mcpt2,
ENSMOCG00000017601,ENSMUSG00000071361,Mcpt9,
ENSMOCG00000017601,ENSMUSG00000022227,Mcpt1,
ENSMOCG00000017602,ENSMUSG00000020230,Prmt2,Prmt2
ENSMOCG00000017603,,,
ENSMOCG00000017604,ENSMUSG00000043733,Ptpn11,Ptpn11
ENSMOCG00000017605,ENSMUSG00000042388,Dlgap3,Dlgap3
ENSMOCG00000017606,ENSMUSG00000050212,Eva1b,Eva1b
ENSMOCG00000017607,ENSMUSG00000055435,Maf,Maf
ENSMOCG00000017608,ENSMUSG00000033268,Duox1,Duox1
ENSMOCG00000017609,ENSMUSG00000024217,Snrpc,Snrpc
ENSMOCG00000017610,ENSMUSG00000008475,Arpc5,
ENSMOCG00000017611,ENSMUSG00000021809,Nudt13,Nudt13
ENSMOCG00000017612,ENSMUSG00000035963,Odf3l2,Odf3l2
ENSMOCG00000017613,ENSMUSG00000052949,Rnf157,Rnf157
ENSMOCG00000017614,ENSMUSG00000038180,Spag4,Spag4
ENSMOCG00000017615,ENSMUSG00000029859,Epha1,Epha1
ENSMOCG00000017616,ENSMUSG00000053870,Fpgt,Fpgt
ENSMOCG00000017617,ENSMUSG00000041096,Tspyl2,Tspyl2
ENSMOCG00000017618,ENSMUSG00000075520,Malrd1,Malrd1
ENSMOCG00000017619,ENSMUSG00000069729,Arid1b,Arid1b
ENSMOCG00000017620,ENSMUSG00000044664,Prss42,Prss42
ENSMOCG00000017621,ENSMUSG00000048077,H1f7,
ENSMOCG00000017622,ENSMUSG00000024558,Mapk4,Mapk4
ENSMOCG00000017623,ENSMUSG00000034157,Cipc,Cipc
ENSMOCG00000017624,ENSMUSG00000028282,Casp8ap2,
ENSMOCG00000017625,ENSMUSG00000027168,Pax6,Pax6
ENSMOCG00000017626,ENSMUSG00000033114,Slc35d2,Slc35d2
ENSMOCG00000017627,ENSMUSG00000039942,Ptger4,Ptger4
ENSMOCG00000017628,ENSMUSG00000032394,Igdcc3,Igdcc3
ENSMOCG00000017629,ENSMUSG00000027878,Notch2,Notch2
ENSMOCG00000017630,ENSMUSG00000031394,Opn1mw,
ENSMOCG00000017631,ENSMUSG00000042655,Shisal2b,Shisal2b
ENSMOCG00000017632,ENSMUSG00000047030,Spata2,Spata2
ENSMOCG00000017633,ENSMUSG00000021356,Irf4,Irf4
ENSMOCG00000017634,ENSMUSG00000040148,Hmx3,Hmx3
ENSMOCG00000017635,ENSMUSG00000055707,Klhl26,Klhl26
ENSMOCG00000017636,ENSMUSG00000052752,Traf7,Traf7
ENSMOCG00000017637,ENSMUSG00000026781,Acbd5,Acbd5
ENSMOCG00000017638,ENSMUSG00000013150,Gfod2,Gfod2
ENSMOCG00000017639,ENSMUSG00000039007,Cpq,Cpq
ENSMOCG00000017640,ENSMUSG00000044646,Zbtb7c,Zbtb7c
ENSMOCG00000017641,ENSMUSG00000033720,Sfxn5,Sfxn5
ENSMOCG00000017642,ENSMUSG00000037949,Ano10,Ano10
ENSMOCG00000017643,ENSMUSG00000038910,Plcl2,Plcl2
ENSMOCG00000017644,ENSMUSG00000000142,Axin2,Axin2
ENSMOCG00000017645,ENSMUSG00000025909,Sntg1,Sntg1
ENSMOCG00000017646,ENSMUSG00000031382,Asb11,Asb11
ENSMOCG00000017647,ENSMUSG00000025528,2010106E10Rik,2010106E10Rik
ENSMOCG00000017648,ENSMUSG00000024563,Smad2,Smad2
ENSMOCG00000017649,ENSMUSG00000026201,Stk16,Stk16
ENSMOCG00000017650,ENSMUSG00000020474,Polm,Polm
ENSMOCG00000017651,ENSMUSG00000028591,Pramef12,
ENSMOCG00000017652,ENSMUSG00000022342,Kcnv1,Kcnv1
ENSMOCG00000017653,ENSMUSG00000020929,Eftud2,
ENSMOCG00000017654,ENSMUSG00000026797,Stxbp1,Stxbp1
ENSMOCG00000017655,ENSMUSG00000032757,Bet1,
ENSMOCG00000017656,ENSMUSG00000062563,Cys1,Cys1
ENSMOCG00000017657,ENSMUSG00000072770,Acrbp,Acrbp
ENSMOCG00000017658,ENSMUSG00000020234,4930404N11Rik,4930404N11Rik
ENSMOCG00000017659,ENSMUSG00000070873,Lilra5,Lilra5
ENSMOCG00000017660,,,
ENSMOCG00000017661,ENSMUSG00000030016,Zfp638,Zfp638
ENSMOCG00000017662,ENSMUSG00000037119,Fam91a1,Fam91a1
ENSMOCG00000017663,ENSMUSG00000045581,Olfr710,Olfr710
ENSMOCG00000017664,ENSMUSG00000035171,1110059E24Rik,1110059E24Rik
ENSMOCG00000017665,ENSMUSG00000017631,Abr,Abr
ENSMOCG00000017666,ENSMUSG00000039238,Zfp750,Zfp750
ENSMOCG00000017667,ENSMUSG00000038227,Hoxa9,Hoxa9
ENSMOCG00000017668,,,
ENSMOCG00000017669,ENSMUSG00000061461,Smim20,Smim20
ENSMOCG00000017670,ENSMUSG00000033249,Hsf4,Hsf4
ENSMOCG00000017671,ENSMUSG00000063253,Scoc,Scoc
ENSMOCG00000017672,,,
ENSMOCG00000017673,ENSMUSG00000059920,4930453N24Rik,4930453N24Rik
ENSMOCG00000017674,ENSMUSG00000032083,Apoa1,Apoa1
ENSMOCG00000017675,ENSMUSG00000050270,Tmem220,Tmem220
ENSMOCG00000017676,ENSMUSG00000006567,Atp7b,Atp7b
ENSMOCG00000017677,ENSMUSG00000048779,P2ry6,P2ry6
ENSMOCG00000017678,ENSMUSG00000070283,Ndufaf3,
ENSMOCG00000017679,ENSMUSG00000025930,Msc,Msc
ENSMOCG00000017680,ENSMUSG00000029777,Gars,Gars
ENSMOCG00000017681,,,
ENSMOCG00000017682,ENSMUSG00000000861,Bcl11a,Bcl11a
ENSMOCG00000017683,ENSMUSG00000028433,Ubap2,Ubap2
ENSMOCG00000017684,,,
ENSMOCG00000017685,ENSMUSG00000031209,Heph,Heph
ENSMOCG00000017686,ENSMUSG00000043411,Usp48,Usp48
ENSMOCG00000017687,ENSMUSG00000027287,Snap23,Snap23
ENSMOCG00000017688,ENSMUSG00000056912,1700017N19Rik,1700017N19Rik
ENSMOCG00000017689,ENSMUSG00000041935,AW549877,AW549877
ENSMOCG00000017690,ENSMUSG00000033809,Alg3,Alg3
ENSMOCG00000017691,ENSMUSG00000020721,Helz,
ENSMOCG00000017692,ENSMUSG00000032562,Gnai2,
ENSMOCG00000017693,ENSMUSG00000090336,Cfap97d2,Cfap97d2
ENSMOCG00000017694,ENSMUSG00000006586,Runx1t1,Runx1t1
ENSMOCG00000017695,ENSMUSG00000023159,Psg29,
ENSMOCG00000017696,ENSMUSG00000045288,Ush1g,Ush1g
ENSMOCG00000017697,ENSMUSG00000062124,Defb45,Defb45
ENSMOCG00000017698,ENSMUSG00000021348,Prl7d1,Prl7d1
ENSMOCG00000017699,ENSMUSG00000069041,Slc25a31,Slc25a31
ENSMOCG00000017700,ENSMUSG00000058655,Eif4b,
ENSMOCG00000017701,ENSMUSG00000070683,Lactbl1,Lactbl1
ENSMOCG00000017702,ENSMUSG00000055489,Ano5,Ano5
ENSMOCG00000017703,ENSMUSG00000027301,Oxt,Oxt
ENSMOCG00000017704,ENSMUSG00000028465,Tln1,Tln1
ENSMOCG00000017705,ENSMUSG00000027082,Tfpi,Tfpi
ENSMOCG00000017706,ENSMUSG00000109372,Gm19410,Gm19410
ENSMOCG00000017707,ENSMUSG00000027680,Fxr1,Fxr1
ENSMOCG00000017708,ENSMUSG00000029471,Camkk2,Camkk2
ENSMOCG00000017709,ENSMUSG00000017778,Cox7c,Cox7c
ENSMOCG00000017710,ENSMUSG00000053063,Clec12a,Clec12a
ENSMOCG00000017711,ENSMUSG00000079536,Ctag2l1,
ENSMOCG00000017711,ENSMUSG00000079532,Ctag2l2,
ENSMOCG00000017712,ENSMUSG00000006941,Eif1b,
ENSMOCG00000017713,ENSMUSG00000021815,Mss51,Mss51
ENSMOCG00000017714,ENSMUSG00000007041,Clic1,Clic1
ENSMOCG00000017715,ENSMUSG00000061371,Zfp873,
ENSMOCG00000017716,ENSMUSG00000036411,9530077C05Rik,9530077C05Rik
ENSMOCG00000017717,ENSMUSG00000030336,Cd27,Cd27
ENSMOCG00000017718,ENSMUSG00000069744,Psmb3,
ENSMOCG00000017719,ENSMUSG00000023845,Lnpep,Lnpep
ENSMOCG00000017720,ENSMUSG00000056310,Tyw1,Tyw1
ENSMOCG00000017721,ENSMUSG00000034211,Mrps17,
ENSMOCG00000017722,ENSMUSG00000030897,Cnga4,Cnga4
ENSMOCG00000017723,ENSMUSG00000039275,Foxk2,Foxk2
ENSMOCG00000017724,ENSMUSG00000005846,Rsl1d1,Rsl1d1
ENSMOCG00000017725,ENSMUSG00000042429,Adora1,Adora1
ENSMOCG00000017726,ENSMUSG00000022452,Smdt1,Smdt1
ENSMOCG00000017727,ENSMUSG00000036061,Smug1,Smug1
ENSMOCG00000017728,ENSMUSG00000005204,Senp3,Senp3
ENSMOCG00000017729,ENSMUSG00000058354,Krt6a,
ENSMOCG00000017729,ENSMUSG00000023041,Krt6b,
ENSMOCG00000017730,ENSMUSG00000045731,Pnoc,Pnoc
ENSMOCG00000017731,ENSMUSG00000091476,Catspere2,
ENSMOCG00000017732,ENSMUSG00000047216,Cdh19,Cdh19
ENSMOCG00000017733,ENSMUSG00000032816,Igdcc4,Igdcc4
ENSMOCG00000017734,ENSMUSG00000021846,Peli2,Peli2
ENSMOCG00000017735,ENSMUSG00000020178,Adora2a,Adora2a
ENSMOCG00000017736,,,
ENSMOCG00000017737,ENSMUSG00000034354,Mtmr3,Mtmr3
ENSMOCG00000017738,ENSMUSG00000046093,Hpcal4,Hpcal4
ENSMOCG00000017739,ENSMUSG00000060681,Slc9a6,Slc9a6
ENSMOCG00000017740,ENSMUSG00000027963,Extl2,Extl2
ENSMOCG00000017741,ENSMUSG00000017299,Dnttip1,Dnttip1
ENSMOCG00000017742,ENSMUSG00000042055,Wdr11,Wdr11
ENSMOCG00000017743,ENSMUSG00000053153,Spag16,Spag16
ENSMOCG00000017744,ENSMUSG00000035258,Abi3bp,Abi3bp
ENSMOCG00000017745,ENSMUSG00000031616,Ednra,Ednra
ENSMOCG00000017746,ENSMUSG00000053297,AI854703,AI854703
ENSMOCG00000017747,ENSMUSG00000039092,Sptlc3,Sptlc3
ENSMOCG00000017748,ENSMUSG00000033216,Eefsec,Eefsec
ENSMOCG00000017749,ENSMUSG00000032060,Cryab,Cryab
ENSMOCG00000017750,ENSMUSG00000045394,Epcam,Epcam
ENSMOCG00000017751,ENSMUSG00000053877,Srcap,
ENSMOCG00000017751,ENSMUSG00000107023,Gm42715,
ENSMOCG00000017752,ENSMUSG00000030089,Slc41a3,Slc41a3
ENSMOCG00000017753,ENSMUSG00000055322,Tns1,Tns1
ENSMOCG00000017754,ENSMUSG00000019913,Sim1,Sim1
ENSMOCG00000017755,ENSMUSG00000031449,Atp4b,Atp4b
ENSMOCG00000017756,ENSMUSG00000032473,Cldn18,Cldn18
ENSMOCG00000017757,ENSMUSG00000044819,Oxgr1,Oxgr1
ENSMOCG00000017758,,,
ENSMOCG00000017759,ENSMUSG00000025086,Trub1,Trub1
ENSMOCG00000017760,ENSMUSG00000025952,Crygc,Crygc
ENSMOCG00000017761,ENSMUSG00000027452,Acss1,Acss1
ENSMOCG00000017762,ENSMUSG00000028577,Plaa,Plaa
ENSMOCG00000017763,,,
ENSMOCG00000017764,ENSMUSG00000060807,Serpina6,Serpina6
ENSMOCG00000017765,ENSMUSG00000020053,Igf1,Igf1
ENSMOCG00000017766,ENSMUSG00000060126,Tpt1,
ENSMOCG00000017767,ENSMUSG00000030551,Nr2f2,Nr2f2
ENSMOCG00000017768,ENSMUSG00000071652,Ints5,Ints5
ENSMOCG00000017769,ENSMUSG00000046031,Calhm6,Calhm6
ENSMOCG00000017770,ENSMUSG00000063364,3300002I08Rik,
ENSMOCG00000017770,ENSMUSG00000078903,Gm14391,
ENSMOCG00000017770,ENSMUSG00000059423,Zfp933,
ENSMOCG00000017770,ENSMUSG00000094932,Gm2007,
ENSMOCG00000017770,ENSMUSG00000078889,Gm14288,
ENSMOCG00000017770,ENSMUSG00000078901,Gm14440,
ENSMOCG00000017770,ENSMUSG00000078880,Gm14308,
ENSMOCG00000017770,ENSMUSG00000078897,Gm4724,
ENSMOCG00000017770,ENSMUSG00000071302,2610044O15Rik8,
ENSMOCG00000017770,ENSMUSG00000074527,Gm14296,
ENSMOCG00000017770,ENSMUSG00000078862,Gm14326,
ENSMOCG00000017770,ENSMUSG00000074519,Zfp971,
ENSMOCG00000017770,ENSMUSG00000095545,Zfp969,
ENSMOCG00000017770,ENSMUSG00000095199,Zfp967,
ENSMOCG00000017770,ENSMUSG00000078864,Gm14322,
ENSMOCG00000017770,ENSMUSG00000094786,Gm14403,
ENSMOCG00000017770,ENSMUSG00000078894,2210418O10Rik,
ENSMOCG00000017770,ENSMUSG00000090744,Gm6871,
ENSMOCG00000017770,ENSMUSG00000078898,Zfp968,
ENSMOCG00000017770,ENSMUSG00000078861,Zfp931,
ENSMOCG00000017770,ENSMUSG00000073158,9030624G23Rik,
ENSMOCG00000017770,ENSMUSG00000095362,Gm14325,
ENSMOCG00000017770,ENSMUSG00000091594,Gm17067,
ENSMOCG00000017770,ENSMUSG00000078878,Gm14305,
ENSMOCG00000017770,ENSMUSG00000078881,Gm14434,
ENSMOCG00000017770,ENSMUSG00000078895,Gm11009,
ENSMOCG00000017770,ENSMUSG00000092335,Zfp977,
ENSMOCG00000017770,ENSMUSG00000078886,Gm2026,
ENSMOCG00000017770,ENSMUSG00000078869,Gm14409,
ENSMOCG00000017770,ENSMUSG00000078870,Gm14410,
ENSMOCG00000017770,ENSMUSG00000074521,Gm14327,
ENSMOCG00000017770,ENSMUSG00000092225,Gm2381,
ENSMOCG00000017770,ENSMUSG00000078867,Gm14418,
ENSMOCG00000017770,ENSMUSG00000069208,Zfp825,
ENSMOCG00000017770,ENSMUSG00000073197,5730507C01Rik,
ENSMOCG00000017770,ENSMUSG00000089756,Zfp966,
ENSMOCG00000017770,ENSMUSG00000089951,Zfp968-ps,
ENSMOCG00000017770,ENSMUSG00000078876,Gm14408,
ENSMOCG00000017770,ENSMUSG00000078899,Gm4631,
ENSMOCG00000017770,ENSMUSG00000069727,Zfp975,
ENSMOCG00000017770,ENSMUSG00000078887,Gm6710,
ENSMOCG00000017770,ENSMUSG00000094475,Gm11007,
ENSMOCG00000017770,ENSMUSG00000078877,Gm14295,
ENSMOCG00000017771,ENSMUSG00000020917,Acly,Acly
ENSMOCG00000017772,ENSMUSG00000021277,Traf3,Traf3
ENSMOCG00000017773,ENSMUSG00000030733,Sh2b1,Sh2b1
ENSMOCG00000017774,ENSMUSG00000074628,Tldc2,Tldc2
ENSMOCG00000017775,ENSMUSG00000034429,Zfp707,Zfp707
ENSMOCG00000017776,ENSMUSG00000048175,Asb8,Asb8
ENSMOCG00000017777,ENSMUSG00000047592,Nxpe5,
ENSMOCG00000017778,ENSMUSG00000004266,Ptpn6,Ptpn6
ENSMOCG00000017779,ENSMUSG00000035125,Gcfc2,Gcfc2
ENSMOCG00000017780,ENSMUSG00000045539,Sprr3,Sprr3
ENSMOCG00000017781,,,
ENSMOCG00000017782,ENSMUSG00000078184,Rbm8a2,
ENSMOCG00000017782,ENSMUSG00000038374,Rbm8a,
ENSMOCG00000017783,ENSMUSG00000066721,Zfp575,Zfp575
ENSMOCG00000017784,ENSMUSG00000001036,Epn2,Epn2
ENSMOCG00000017785,ENSMUSG00000040013,Fkbp6,Fkbp6
ENSMOCG00000017786,ENSMUSG00000022555,Dgat1,Dgat1
ENSMOCG00000017787,ENSMUSG00000094441,Zfp955a,
ENSMOCG00000017787,ENSMUSG00000096910,Zfp955b,
ENSMOCG00000017788,ENSMUSG00000055409,Nell1,
ENSMOCG00000017789,ENSMUSG00000022997,Wnt1,Wnt1
ENSMOCG00000017790,,,
ENSMOCG00000017791,ENSMUSG00000014030,Pax5,Pax5
ENSMOCG00000017792,ENSMUSG00000050106,Tmc8,Tmc8
ENSMOCG00000017793,ENSMUSG00000055013,Agap1,Agap1
ENSMOCG00000017794,ENSMUSG00000022146,Osmr,Osmr
ENSMOCG00000017795,ENSMUSG00000025008,Tctn3,Tctn3
ENSMOCG00000017796,,,
ENSMOCG00000017797,,,
ENSMOCG00000017798,ENSMUSG00000015222,Map2,
ENSMOCG00000017799,,,
ENSMOCG00000017800,ENSMUSG00000033578,Tmem35a,Tmem35a
ENSMOCG00000017801,,,
ENSMOCG00000017802,ENSMUSG00000040721,Zfhx2,Zfhx2
ENSMOCG00000017803,ENSMUSG00000042032,Mat2b,Mat2b
ENSMOCG00000017804,ENSMUSG00000021496,Pcbd2,Pcbd2
ENSMOCG00000017805,ENSMUSG00000091381,Vmn2r83,
ENSMOCG00000017805,ENSMUSG00000091468,Vmn2r82,
ENSMOCG00000017805,ENSMUSG00000091888,Vmn2r80,
ENSMOCG00000017805,ENSMUSG00000055515,Vmn2r81,
ENSMOCG00000017806,ENSMUSG00000032182,Yipf2,Yipf2
ENSMOCG00000017807,ENSMUSG00000029097,Trmt44,Trmt44
ENSMOCG00000017808,,,
ENSMOCG00000017809,ENSMUSG00000020706,Ftsj3,Ftsj3
ENSMOCG00000017810,ENSMUSG00000015627,Gata5,Gata5
ENSMOCG00000017811,ENSMUSG00000024411,Aqp4,Aqp4
ENSMOCG00000017812,ENSMUSG00000048501,Olfr938,
ENSMOCG00000017812,ENSMUSG00000063176,Olfr955,
ENSMOCG00000017812,ENSMUSG00000058856,Olfr952,
ENSMOCG00000017813,ENSMUSG00000011158,Brf1,Brf1
ENSMOCG00000017814,ENSMUSG00000036737,Oxsr1,Oxsr1
ENSMOCG00000017815,ENSMUSG00000021456,Fbp2,Fbp2
ENSMOCG00000017816,ENSMUSG00000027439,Gzf1,Gzf1
ENSMOCG00000017817,,,
ENSMOCG00000017818,ENSMUSG00000066441,Rdh11,Rdh11
ENSMOCG00000017819,ENSMUSG00000031226,Pbdc1,
ENSMOCG00000017820,ENSMUSG00000024952,Rps6ka4,Rps6ka4
ENSMOCG00000017821,ENSMUSG00000028795,Ccdc28b,Ccdc28b
ENSMOCG00000017822,ENSMUSG00000026618,Iars2,Iars2
ENSMOCG00000017823,,,
ENSMOCG00000017824,ENSMUSG00000033227,Wnt6,Wnt6
ENSMOCG00000017825,ENSMUSG00000026415,Fcamr,Fcamr
ENSMOCG00000017826,ENSMUSG00000022982,Sod1,Sod1
ENSMOCG00000017827,ENSMUSG00000084989,Crocc2,Crocc2
ENSMOCG00000017828,ENSMUSG00000034875,Nudt19,Nudt19
ENSMOCG00000017829,ENSMUSG00000021120,Pigh,Pigh
ENSMOCG00000017830,ENSMUSG00000033377,Palmd,Palmd
ENSMOCG00000017831,,,
ENSMOCG00000017832,ENSMUSG00000045328,Cenpe,Cenpe
ENSMOCG00000017833,ENSMUSG00000021645,Smn1,Smn1
ENSMOCG00000017834,ENSMUSG00000027834,Serpini1,Serpini1
ENSMOCG00000017835,ENSMUSG00000022507,1810013L24Rik,1810013L24Rik
ENSMOCG00000017836,ENSMUSG00000035378,Shq1,Shq1
ENSMOCG00000017837,ENSMUSG00000052525,Spdya,Spdya
ENSMOCG00000017838,ENSMUSG00000022366,Slc22a22,Slc22a22
ENSMOCG00000017839,ENSMUSG00000020681,Ace,Ace
ENSMOCG00000017840,ENSMUSG00000071632,2510002D24Rik,
ENSMOCG00000017840,ENSMUSG00000099908,Gm28539,
ENSMOCG00000017841,ENSMUSG00000045094,Arhgef37,Arhgef37
ENSMOCG00000017842,ENSMUSG00000035916,Ptprq,Ptprq
ENSMOCG00000017843,ENSMUSG00000060201,Spink7,Spink7
ENSMOCG00000017844,ENSMUSG00000021094,Dhrs7,Dhrs7
ENSMOCG00000017845,ENSMUSG00000063455,D630045J12Rik,D630045J12Rik
ENSMOCG00000017846,ENSMUSG00000039891,Txlnb,Txlnb
ENSMOCG00000017847,ENSMUSG00000000435,Myf5,Myf5
ENSMOCG00000017848,ENSMUSG00000041997,Tlk1,Tlk1
ENSMOCG00000017849,ENSMUSG00000094861,Gm5072,
ENSMOCG00000017849,ENSMUSG00000096072,Gm8914,
ENSMOCG00000017850,ENSMUSG00000047343,Mettl21c,Mettl21c
ENSMOCG00000017851,ENSMUSG00000078762,Haus5,Haus5
ENSMOCG00000017852,ENSMUSG00000020423,Btg2,Btg2
ENSMOCG00000017853,ENSMUSG00000009092,Derl3,Derl3
ENSMOCG00000017854,ENSMUSG00000036644,Tbc1d9b,Tbc1d9b
ENSMOCG00000017855,ENSMUSG00000085793,Lin52,Lin52
ENSMOCG00000017856,ENSMUSG00000041062,Mslnl,Mslnl
ENSMOCG00000017857,ENSMUSG00000021550,2210016F16Rik,2210016F16Rik
ENSMOCG00000017858,ENSMUSG00000040747,Cd53,Cd53
ENSMOCG00000017859,ENSMUSG00000005339,Fcer1a,Fcer1a
ENSMOCG00000017860,ENSMUSG00000021327,Zkscan3,Zkscan3
ENSMOCG00000017861,,,
ENSMOCG00000017862,ENSMUSG00000034462,Pkd2,Pkd2
ENSMOCG00000017863,ENSMUSG00000038751,Ptk6,Ptk6
ENSMOCG00000017864,ENSMUSG00000030763,Lcmt1,Lcmt1
ENSMOCG00000017865,ENSMUSG00000026182,Tnp1,Tnp1
ENSMOCG00000017866,ENSMUSG00000054360,Bsx,Bsx
ENSMOCG00000017867,ENSMUSG00000058351,Smim4,Smim4
ENSMOCG00000017868,ENSMUSG00000024076,Vit,Vit
ENSMOCG00000017869,,,
ENSMOCG00000017870,ENSMUSG00000032547,Ryk,Ryk
ENSMOCG00000017871,ENSMUSG00000009145,Dqx1,Dqx1
ENSMOCG00000017872,ENSMUSG00000062054,Iah1,Iah1
ENSMOCG00000017873,ENSMUSG00000098306,Gm28040,
ENSMOCG00000017873,ENSMUSG00000103421,Golt1a,
ENSMOCG00000017874,,,
ENSMOCG00000017875,ENSMUSG00000001288,Rarg,Rarg
ENSMOCG00000017876,ENSMUSG00000022787,Wdr53,Wdr53
ENSMOCG00000017877,ENSMUSG00000046589,Lrrc8e,Lrrc8e
ENSMOCG00000017878,ENSMUSG00000037685,Atp8a1,Atp8a1
ENSMOCG00000017879,ENSMUSG00000056758,Hmga2,Hmga2
ENSMOCG00000017880,ENSMUSG00000035186,Ubd,Ubd
ENSMOCG00000017881,ENSMUSG00000074480,Mex3a,Mex3a
ENSMOCG00000017882,,,
ENSMOCG00000017883,ENSMUSG00000020701,Tmem132e,Tmem132e
ENSMOCG00000017884,ENSMUSG00000012848,Rps5,
ENSMOCG00000017885,ENSMUSG00000047407,Tgif1,
ENSMOCG00000017886,ENSMUSG00000025025,Mxi1,Mxi1
ENSMOCG00000017887,ENSMUSG00000045962,Wnk1,
ENSMOCG00000017888,,,
ENSMOCG00000017889,ENSMUSG00000029408,Abcb9,Abcb9
ENSMOCG00000017890,ENSMUSG00000046470,Sox18,Sox18
ENSMOCG00000017891,ENSMUSG00000023452,Pisd,
ENSMOCG00000017891,ENSMUSG00000093574,Gm20671,
ENSMOCG00000017892,ENSMUSG00000039156,Stim2,Stim2
ENSMOCG00000017893,ENSMUSG00000036572,Upf3b,Upf3b
ENSMOCG00000017894,ENSMUSG00000040253,Gbp7,
ENSMOCG00000017895,ENSMUSG00000034932,Mrpl54,Mrpl54
ENSMOCG00000017896,ENSMUSG00000048814,Lonrf2,Lonrf2
ENSMOCG00000017897,ENSMUSG00000027985,Lef1,Lef1
ENSMOCG00000017898,ENSMUSG00000072258,Taf1a,Taf1a
ENSMOCG00000017899,ENSMUSG00000030173,Klra5,
ENSMOCG00000017899,ENSMUSG00000014543,Klra17,
ENSMOCG00000017899,ENSMUSG00000067591,Klra3,
ENSMOCG00000017899,ENSMUSG00000067599,Klra7,
ENSMOCG00000017899,ENSMUSG00000079853,Klra1,
ENSMOCG00000017899,ENSMUSG00000079852,Klra4,
ENSMOCG00000017899,ENSMUSG00000089727,Klra8,
ENSMOCG00000017899,ENSMUSG00000072718,Klra10,
ENSMOCG00000017899,ENSMUSG00000033024,Klra9,
ENSMOCG00000017899,ENSMUSG00000061769,Klra6,
ENSMOCG00000017900,,,
ENSMOCG00000017901,ENSMUSG00000009073,Nf2,Nf2
ENSMOCG00000017902,ENSMUSG00000028894,Inpp5b,Inpp5b
ENSMOCG00000017903,ENSMUSG00000026873,Phf19,Phf19
ENSMOCG00000017904,ENSMUSG00000039703,Nploc4,Nploc4
ENSMOCG00000017905,ENSMUSG00000024379,Tslp,Tslp
ENSMOCG00000017906,ENSMUSG00000056492,Adgrf5,Adgrf5
ENSMOCG00000017907,,,
ENSMOCG00000017908,ENSMUSG00000009580,Odam,Odam
ENSMOCG00000017909,ENSMUSG00000026123,Plekhb2,Plekhb2
ENSMOCG00000017910,ENSMUSG00000020658,Efr3b,Efr3b
ENSMOCG00000017911,ENSMUSG00000056271,Lman1l,Lman1l
ENSMOCG00000017912,ENSMUSG00000056598,Drc3,Drc3
ENSMOCG00000017913,ENSMUSG00000027305,Ndufaf1,
ENSMOCG00000017914,ENSMUSG00000054072,Iigp1,
ENSMOCG00000017914,ENSMUSG00000073555,Gm4951,
ENSMOCG00000017915,ENSMUSG00000022914,Brwd1,
ENSMOCG00000017916,ENSMUSG00000079103,Tgm7,Tgm7
